year,month,DevelopmentRegion,RegionalDistrict,Municipality,tot_mkt_trans,no_res_trans,n_res_acreage_trans,n_res_fam,n_res_1fam_dwelling,n_res_strata,n_res_other,n_comm_tran,n_comm_comm,n_comm_strata_nores,n_comm_other,n_recr_tran,n_farm_tran,n_unkn_tran,sum_FMV,mn_FMV,md_FMV,sum_PPT_paid,md_PPT,n_foreign_tran,sum_FMV_foreign,add_tax_paid,n_res_1fam_suite,n_res_1fam_vacant_res,n_res_1fam_other,n_res_strata_row,n_res_strata_other,n_fth,n_nbh,sum_FMV_res,sum_FMV_foreign_res,md_FMV_foreign_res,mn_FMV_foreign_res,sum_invest_foreign_res,n_foreign_nonres,n_foreign_other,n_foreign_res
2016,6,VANCOUVER ISLAND/COAST,COWICHAN VALLEY,NA,379,367,30,NA,283,37,10,3,1,1,1,5,1,3,143205973,377852.2,349000,2076464.52,4824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,7,VANCOUVER ISLAND/COAST,COWICHAN VALLEY,NA,324,318,24,1,251,33,4,2,1,NA,1,1,1,2,122792456,378989.1,352500,1774024.39,4879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,8,VANCOUVER ISLAND/COAST,COWICHAN VALLEY,NA,249,245,26,NA,161,36,14,3,2,NA,1,1,NA,NA,92465962,371349.2,347500,1323694.16,4790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,9,VANCOUVER ISLAND/COAST,COWICHAN VALLEY,NA,243,227,22,2,135,24,40,13,8,3,2,2,1,NA,91121887,374987.2,320000,1331979.78,4180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,10,VANCOUVER ISLAND/COAST,COWICHAN VALLEY,NA,172,168,12,1,86,21,43,4,3,NA,1,NA,NA,NA,59651759,346812.6,315750,850875.35,3925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,6,VANCOUVER ISLAND/COAST,MOUNT WADDINGTON,NA,27,25,1,NA,20,4,NA,1,NA,NA,1,NA,NA,1,5921250,219305.6,115925.7,87227.5,1159.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,7,VANCOUVER ISLAND/COAST,MOUNT WADDINGTON,NA,24,24,1,NA,21,2,NA,NA,NA,NA,NA,NA,NA,NA,3746500,156104.2,157500,41440,1575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,8,VANCOUVER ISLAND/COAST,MOUNT WADDINGTON,NA,32,31,1,NA,28,2,NA,1,1,NA,NA,NA,NA,NA,7428675,232146.1,195000,102211.75,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,9,VANCOUVER ISLAND/COAST,MOUNT WADDINGTON,NA,31,30,2,NA,22,5,1,1,1,NA,NA,NA,NA,NA,5040750,162604.8,150000,59876,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,10,VANCOUVER ISLAND/COAST,MOUNT WADDINGTON,NA,14,13,NA,NA,8,3,2,1,NA,NA,1,NA,NA,NA,2843150,203082.1,147500,38770.5,1475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,6,VANCOUVER ISLAND/COAST,NANAIMO,NA,918,873,51,3,544,142,47,25,6,16,3,14,NA,6,344553973,375331.1,340500,4970424.73,4570,49,19646120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,7,VANCOUVER ISLAND/COAST,NANAIMO,NA,683,657,39,2,439,116,49,9,6,1,2,17,NA,NA,271994314,398234.7,360000,4028292.31,4920,30,12987362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,8,VANCOUVER ISLAND/COAST,NANAIMO,NA,758,740,42,2,506,129,50,10,7,2,1,4,1,3,338778939,446937.9,369950,5325634.34,4920,24,13916857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,9,VANCOUVER ISLAND/COAST,NANAIMO,NA,635,607,28,5,345,98,115,22,9,10,3,4,NA,2,242830096,382409.6,330000,3548347.38,4300,25,14152700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,10,VANCOUVER ISLAND/COAST,NANAIMO,NA,551,539,33,1,249,69,183,8,1,1,6,4,NA,NA,219584951,398520.8,363000,3098474.09,4900,25,17134211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,6,VANCOUVER ISLAND/COAST,POWELL RIVER,NA,87,82,10,NA,63,6,3,3,2,NA,1,1,NA,1,24568800,282400,255000,332869.45,3100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,7,VANCOUVER ISLAND/COAST,POWELL RIVER,NA,96,90,11,3,69,3,4,4,1,NA,3,2,NA,NA,23734258,247231.9,210750,318639.67,2215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,8,VANCOUVER ISLAND/COAST,POWELL RIVER,NA,81,79,7,1,61,2,7,1,1,NA,NA,NA,NA,1,22888683,282576.3,269900,296548.9,3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,9,VANCOUVER ISLAND/COAST,POWELL RIVER,NA,58,56,4,1,39,3,9,2,NA,NA,2,NA,NA,NA,17103350,294885.3,268950,215685.25,3280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,10,VANCOUVER ISLAND/COAST,POWELL RIVER,NA,57,55,2,NA,30,4,17,1,1,NA,NA,NA,1,NA,16261813,285295,265000,220864.01,3300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,6,VANCOUVER ISLAND/COAST,STRATHCONA,NA,163,157,2,1,129,23,2,4,2,NA,2,2,NA,NA,49531225,303872.5,280500,657485.5,3200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,7,VANCOUVER ISLAND/COAST,STRATHCONA,NA,140,138,1,NA,113,19,5,2,2,NA,NA,NA,NA,NA,47381750,338441.1,303950,680960.74,3740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,8,VANCOUVER ISLAND/COAST,STRATHCONA,NA,165,161,7,2,121,27,3,4,3,NA,1,NA,NA,NA,52004055,315176.1,299900,687277.23,3518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,9,VANCOUVER ISLAND/COAST,STRATHCONA,NA,159,156,7,NA,101,21,24,2,2,NA,NA,1,NA,NA,45382521,285424.7,272500,571405.91,3200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,10,VANCOUVER ISLAND/COAST,STRATHCONA,NA,144,139,3,NA,92,12,31,1,1,NA,NA,4,NA,NA,41892776,290922.1,281000,537379.43,3398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,6,REST OF PROVINCE,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,367,138311865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,7,REST OF PROVINCE,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,58851585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,8,REST OF PROVINCE,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,72623507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,9,REST OF PROVINCE,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,64878213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,10,REST OF PROVINCE,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,44908516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,CARIBOO,CARIBOO,NA,133,117,24,1,77,3,2,8,5,NA,3,2,5,1,26126295,196438.3,170000,334494.71,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,CARIBOO,FRASER-FORT GEORGE,NA,180,168,34,3,105,9,12,5,2,NA,3,3,3,1,42600281,236668.2,211500,507030.56,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,KOOTENAY,CENTRAL KOOTENAY,NA,126,120,18,NA,81,8,7,2,2,NA,NA,2,2,NA,30401522,241281.9,230000,390736.11,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,KOOTENAY,EAST KOOTENAY,NA,222,188,22,6,99,52,3,19,17,NA,2,8,4,3,83051006,374103.6,239500,1510418.1,2790,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,KOOTENAY,KOOTENAY-BOUNDARY,NA,74,72,6,NA,55,8,1,2,1,NA,1,NA,NA,NA,12457521,168344.9,135500,155539.2,1355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,MAINLAND/SOUTHWEST,FRASER VALLEY,NA,870,849,33,6,377,261,145,12,7,2,3,6,2,1,408335017,469350.6,389949.5,6283624.06,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,MAINLAND/SOUTHWEST,METRO VANCOUVER,NA,5120,5013,44,38,1358,2214,1298,99,33,46,20,1,2,5,4559759521,890578,549000,109307455.3,8616.35,209,212438644,24064623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,MAINLAND/SOUTHWEST,SQUAMISH-LILLOOET,NA,247,219,11,NA,67,90,25,14,2,8,4,14,NA,NA,191094732,773662.9,492000,3525217.43,7840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,MAINLAND/SOUTHWEST,SUNSHINE COAST,NA,77,73,6,NA,44,14,7,1,NA,NA,1,2,NA,1,38575799,500984.4,447000,600980.9,6300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,NECHAKO & NORTH COAST,BULKLEY-NECHAKO,NA,67,62,22,NA,33,2,4,2,1,NA,1,NA,2,1,12250785,182847.5,135000,156823.28,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,NECHAKO & NORTH COAST,KITIMAT-STIKINE,NA,45,45,9,NA,33,2,NA,NA,NA,NA,NA,NA,NA,NA,9226982,205044,205000,111561,1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,NECHAKO & NORTH COAST,NORTH COAST,NA,42,40,1,NA,36,3,NA,1,1,NA,NA,1,NA,NA,6616363,157532.5,129500,82808.63,1295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,NORTHEAST,NORTHERN ROCKIES RM-PEACE RIVER,NA,134,108,15,NA,76,9,7,10,9,NA,1,NA,16,NA,43615141,325486.1,239950,680108.83,2549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,THOMPSON/OKANAGAN,CENTRAL OKANAGAN,NA,680,652,24,3,304,207,102,19,5,7,7,5,3,1,345414726,507962.8,398250,5499920.43,5423,13,5133300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,THOMPSON/OKANAGAN,COLUMBIA-SHUSWAP,NA,156,149,12,1,93,23,13,3,2,NA,1,1,3,NA,48824657,312978.6,300000,670564.7,3900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,THOMPSON/OKANAGAN,NORTH OKANAGAN,NA,302,282,27,NA,170,58,15,6,1,3,2,7,6,1,123110459,407650.5,335000,1897389.92,4450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,THOMPSON/OKANAGAN,OKANAGAN-SIMILKAMEEN,NA,297,265,30,5,129,71,21,9,8,NA,1,16,6,1,106473201,358495.6,285000,1566048.58,3140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,THOMPSON/OKANAGAN,THOMPSON-NICOLA,NA,322,292,32,NA,204,37,9,16,10,6,NA,4,8,2,118427283,367786.6,331599,1662209.85,4175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,UNKNOWN/RURAL,RURAL,NA,380,294,76,NA,177,21,5,34,5,24,5,23,9,20,118802055,312637,250000,1828358.74,2910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,UNKNOWN/RURAL,UNKNOWN,NA,33,30,NA,NA,NA,4,26,NA,NA,NA,NA,2,1,NA,19946276,604432.6,478000,340026.95,7560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,VANCOUVER ISLAND/COAST,ALBERNI-CLAYOQUOT,NA,119,114,15,2,72,9,7,4,4,NA,NA,1,NA,NA,33492543,281449.9,227500,467313.81,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,VANCOUVER ISLAND/COAST,CAPITAL,NA,879,848,34,17,431,279,67,29,6,10,13,NA,NA,2,541969094,616574.6,495238.1,9130357.36,7470,40,32587579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,VANCOUVER ISLAND/COAST,COMOX VALLEY,NA,172,166,11,NA,107,31,13,2,2,NA,NA,2,NA,2,65037808,378126.8,347450,883395.11,4025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,VANCOUVER ISLAND/COAST,COWICHAN VALLEY,NA,159,153,16,1,104,24,5,3,2,1,NA,1,1,1,55294998,347767.3,335000,713396.82,3888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,VANCOUVER ISLAND/COAST,MOUNT WADDINGTON,NA,21,21,1,1,13,5,NA,NA,NA,NA,NA,NA,NA,NA,5412997,257761.8,161500,80547.44,1615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,VANCOUVER ISLAND/COAST,NANAIMO,NA,461,447,25,3,284,78,48,8,5,2,1,4,1,1,200021625,433886.4,367000,2990001.39,4980,19,11168162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,VANCOUVER ISLAND/COAST,POWELL RIVER,NA,36,35,4,NA,30,NA,1,1,1,NA,NA,NA,NA,NA,16628900,461913.9,374500,270459,4089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,VANCOUVER ISLAND/COAST,STRATHCONA,NA,124,120,3,3,87,15,8,4,4,NA,NA,NA,NA,NA,42719400,344511.3,290500,587542.75,3269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,11,REST OF PROVINCE,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,57179599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,CARIBOO,CARIBOO,NA,101,98,33,NA,54,6,3,3,3,NA,NA,NA,NA,NA,17519204,173457.5,162900,201309.79,1550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,CARIBOO,FRASER-FORT GEORGE,NA,152,140,28,1,95,11,3,9,6,NA,3,1,2,NA,40724377,267923.5,237700,524359.89,2550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,KOOTENAY,CENTRAL KOOTENAY,NA,131,124,24,NA,87,3,4,5,4,NA,1,1,NA,1,31686951,241885.1,230000,422616.7,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,KOOTENAY,EAST KOOTENAY,NA,134,122,11,2,73,31,1,5,3,NA,2,5,2,NA,36258457,270585.5,219750,499901.63,2359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,KOOTENAY,KOOTENAY-BOUNDARY,NA,47,46,4,2,33,5,1,NA,NA,NA,NA,1,NA,NA,11555398,245859.5,210000,191850.97,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,MAINLAND/SOUTHWEST,FRASER VALLEY,NA,647,617,14,1,300,236,29,16,10,3,3,2,8,4,305895997,472791.3,341500,4670978.1,4000,14,9238899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,MAINLAND/SOUTHWEST,METRO VANCOUVER,NA,4365,4216,38,38,1075,1954,1011,134,56,62,16,2,4,9,4116706254,943117.1,498241,97409660.85,7300,177,193296578,15642591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,MAINLAND/SOUTHWEST,SQUAMISH-LILLOOET,NA,179,163,6,5,35,83,4,3,NA,2,1,12,1,NA,97671298,545649.7,369900,1636379.87,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,MAINLAND/SOUTHWEST,SUNSHINE COAST,NA,66,61,7,NA,40,11,3,3,2,1,NA,1,NA,1,29214555,442644.8,354307.3,397786,4110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,NECHAKO & NORTH COAST,BULKLEY-NECHAKO,NA,59,49,12,1,28,5,1,3,3,NA,NA,3,4,NA,9369209,158800.2,138000,109305.08,1350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,NECHAKO & NORTH COAST,KITIMAT-STIKINE,NA,29,27,2,NA,19,4,NA,1,1,NA,NA,NA,NA,1,5849741,201715.2,180000,63254.07,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,NECHAKO & NORTH COAST,NORTH COAST,NA,27,19,1,NA,16,NA,NA,3,3,NA,NA,NA,NA,5,3788885,140329.1,85000,47529.7,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,NORTHEAST,NORTHERN ROCKIES RM-PEACE RIVER,NA,118,67,16,NA,46,3,NA,19,19,NA,NA,NA,32,NA,28966799,245481.3,181250,394776.43,1692.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,THOMPSON/OKANAGAN,CENTRAL OKANAGAN,NA,529,517,11,3,267,199,28,7,6,NA,1,NA,5,NA,294373817,556472.2,389900,4876503.29,5200,18,7063250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,THOMPSON/OKANAGAN,COLUMBIA-SHUSWAP,NA,84,74,11,NA,45,9,7,4,3,NA,1,4,NA,2,28929666,344400.8,264000,438918.59,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,THOMPSON/OKANAGAN,NORTH OKANAGAN,NA,203,188,21,1,125,27,4,12,7,1,4,1,1,1,81658723,402259.7,335000,1203078.69,4140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,THOMPSON/OKANAGAN,OKANAGAN-SIMILKAMEEN,NA,239,222,20,1,122,66,2,6,2,NA,4,6,4,1,79970616,334605.1,277000,1080885.35,3100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,THOMPSON/OKANAGAN,THOMPSON-NICOLA,NA,257,243,21,NA,166,37,2,10,4,3,3,4,NA,NA,87828436,341744.9,316000,1209422.83,3810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,UNKNOWN/RURAL,RURAL,NA,302,256,69,NA,160,13,1,12,5,NA,7,18,13,3,88902164,294378,229375,1337850.96,2315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,UNKNOWN/RURAL,UNKNOWN,NA,42,36,NA,NA,2,NA,34,3,NA,NA,3,2,1,NA,19270730,458826.9,317047.6,311072.76,4340.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,VANCOUVER ISLAND/COAST,ALBERNI-CLAYOQUOT,NA,74,73,9,NA,52,3,1,1,1,NA,NA,NA,NA,NA,22032106,297731.2,208250,332688.68,2165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,VANCOUVER ISLAND/COAST,CAPITAL,NA,790,735,21,5,338,264,94,51,16,23,12,NA,2,2,492220765,623064.3,463095.2,8668415.07,6500,39,25085449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,VANCOUVER ISLAND/COAST,COMOX VALLEY,NA,166,156,13,NA,93,36,2,6,3,NA,3,4,NA,NA,75274764,453462.4,350764.5,1198481.86,3760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,VANCOUVER ISLAND/COAST,COWICHAN VALLEY,NA,109,108,6,1,71,23,2,1,1,NA,NA,NA,NA,NA,32082774,294337.4,267500,430060.99,3173.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,VANCOUVER ISLAND/COAST,MOUNT WADDINGTON,NA,15,13,3,2,6,2,NA,2,1,NA,1,NA,NA,NA,4113567,274237.8,136000,63610.33,1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,VANCOUVER ISLAND/COAST,NANAIMO,NA,320,304,15,3,183,71,21,10,5,4,1,5,NA,1,120970080,378031.5,350000,1676863.71,4480,20,10086282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,VANCOUVER ISLAND/COAST,POWELL RIVER,NA,41,40,6,NA,30,2,NA,1,1,NA,NA,NA,NA,NA,12486162,304540.5,274000,171274.5,3200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,VANCOUVER ISLAND/COAST,STRATHCONA,NA,110,103,2,1,82,14,3,3,2,NA,1,NA,1,3,38543621,350396.6,281250,591427.2,3350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,REST OF PROVINCE,Rest of province,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,46266675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,CARIBOO,CARIBOO,NA,106,84,26,1,37,0,15,8,7,0,1,5,7,2,19812786.11,186913.0765,154950,252072.32,1549.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,CARIBOO,FRASER-FORT GEORGE,NA,126,115,25,3,69,3,15,3,3,0,0,0,6,2,33566867.04,266403.7067,221500,462676.39,2400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,KOOTENAY,CENTRAL KOOTENAY,NA,96,89,18,0,45,4,18,4,2,0,2,0,3,0,26947308.83,280701.1336,220500,381127.09,2260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,KOOTENAY,EAST KOOTENAY,NA,118,99,6,2,61,20,9,6,4,0,2,13,0,0,30875558.92,261657.279,208750,439246.44,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,KOOTENAY,KOOTENAY-BOUNDARY,NA,83,71,9,1,44,8,6,1,0,0,1,3,8,0,18019679.24,217104.5692,185000,239437.29,1850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,MAINLAND/SOUTHWEST,FRASER VALLEY,NA,604,590,11,4,253,153,140,11,7,3,1,1,1,1,294538601,487646.6904,393450,4598462.23,4998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,MAINLAND/SOUTHWEST,METRO VANCOUVER,NA,3591,3449,39,34,856,1676,803,133,54,46,33,1,4,4,3538863980,985481.476,590000,87285901.55,9660,151,157775270.4,17764387.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,MAINLAND/SOUTHWEST,SQUAMISH-LILLOOET,NA,252,199,4,3,32,70,74,5,3,1,1,47,0,1,118952043.2,472031.9174,344200,1929430.3,3998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,1,MAINLAND/SOUTHWEST,SUNSHINE COAST,NA,81,74,15,0,43,7,7,1,0,1,0,4,0,2,41636568.53,514031.7102,383600,681481.55,5300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
