"Geographic code","Geographic name, english","Geographic name, french","Population centre size group, english","Population centre size group, french","Type of population centre, english","Type of population centre, french","Province / territory, english","Province / territory, french","Geographic code, Province / territory","Additional province code","Population, 2016","Incompletely enumerated Indian reserves and Indian settlements, 2016","Population, 2011","2011 adjusted population flag","Population, % change","Total private dwellings, 2016","Private dwellings occupied by usual residents, 2016","Land area in square kilometres, 2016","Population density per square kilometre, 2016",
"0411","Kimberley","Kimberley","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,4513,F,4178,T,8.0,2153,2016,4.42,1020.4,
"0412","Kincardine","Kincardine","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,8315,F,7802,T,6.6,4114,3595,8.41,988.6,
"0413","Kindersley","Kindersley","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Saskatchewan","Saskatchewan",47,,3052,F,3008,T,1.5,1446,1329,1.74,1758.3,
"0415","Kingston","Kingston","Large urban population centre (100,000 or more)","Grand centre de population urbain (100 000 et plus)","Core","Noyau","Ontario","Ontario",35,,117660,F,114928,T,2.4,57665,51353,74.77,1573.7,
"0416","Kingston - Greenwood","Kingston - Greenwood","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Nova Scotia","Nouvelle-Écosse",12,,6879,F,6840,T,0.6,3056,2854,12.25,561.6,
"0418","Kirkland Lake","Kirkland Lake","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,6305,F,6583,T,-4.2,3627,3088,4.17,1513.0,
"0419","Kitchener","Kitchener","Large urban population centre (100,000 or more)","Grand centre de population urbain (100 000 et plus)","Core","Noyau","Ontario","Ontario",35,,470015,F,446295,T,5.3,191637,181511,269.23,1745.8,
"0420","Kitimat","Kitimat","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,6394,F,6633,T,-3.6,3365,2796,4.25,1505.9,
"0423","L'Assomption","L'Assomption","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Secondary core","Noyau secondaire","Quebec","Québec",24,,15906,F,15154,T,5.0,6474,6352,8.72,1823.5,
"0424","L'Épiphanie","L'Épiphanie","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,7225,F,7090,T,1.9,2918,2818,9.72,743.7,
"0427","L'Orignal","L'Orignal","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1450,F,1403,T,3.3,651,617,2.71,534.8,
"0430","La Malbaie","La Malbaie","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,3520,F,3868,T,-9.0,2052,1759,3.94,893.7,
"0432","La Pocatière","La Pocatière","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,3928,F,4052,T,-3.1,2021,1799,5.09,772.3,
"0434","La Sarre","La Sarre","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,4570,F,4876,T,-6.3,2417,2240,3.54,1289.9,
"0435","La Tuque","La Tuque","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,7751,F,8062,T,-3.9,4150,3804,9.75,794.8,
"0437","Labelle","Labelle","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1136,F,1072,T,6.0,601,524,2.50,453.7,
"0438","Labrador City","Labrador City","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,,8622,F,8800,T,-2.0,4194,3445,14.04,614.2,
"0439","Lac la Biche","Lac la Biche","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,2294,F,2429,T,-5.6,1040,887,2.90,791.0,
"0442","Lac-Etchemin","Lac-Etchemin","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1782,F,1685,T,5.8,1007,817,1.65,1079.5,
"0443","Lac-Mégantic","Lac-Mégantic","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,5647,F,5954,T,-5.2,2847,2676,9.24,611.1,
"0444","Lachute","Lachute","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Quebec","Québec",24,,10082,F,10121,T,-0.4,5013,4737,9.32,1081.4,
"0445","Lacolle","Lacolle","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1288,F,1271,T,1.3,555,536,1.95,660.7,
"0446","Lacombe","Lacombe","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Alberta","Alberta",48,,12442,F,11429,T,8.9,4796,4563,11.46,1085.9,
"0447","Ladysmith","Ladysmith","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,10637,F,9904,T,7.4,4746,4673,13.83,769.1,
"0449","Lake Cowichan","Lake Cowichan","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,3013,F,2848,T,5.8,1421,1378,3.71,811.6,
"0450","Lakefield","Lakefield","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,2753,F,2676,T,2.9,1333,1249,2.54,1083.1,
"0455","Lanigan","Lanigan","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Saskatchewan","Saskatchewan",47,,1213,F,1213,T,0.0,570,479,1.79,678.9,
"0458","Laurentides","Laurentides","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,12710,F,9834,T,29.2,5056,4874,11.88,1070.3,
"0460","Lavaltrie","Lavaltrie","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Secondary core","Noyau secondaire","Quebec","Québec",24,,10767,F,10380,T,3.7,4363,4241,7.04,1529.8,
"0463","Leamington","Leamington","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Ontario","Ontario",35,,32991,F,32520,T,1.4,13145,12531,31.70,1040.7,
"0464","Lebel-sur-Quévillon","Lebel-sur-Quévillon","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2015,F,1964,T,2.6,1061,862,2.40,838.4,
"0465","Leduc","Leduc","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Secondary core","Noyau secondaire","Alberta","Alberta",48,,29556,F,23827,T,24.0,12031,11106,61.96,477.0,
"0467","Lethbridge","Lethbridge","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Alberta","Alberta",48,,87572,F,79364,T,10.3,37761,35623,55.90,1566.5,
"0469","Lewisporte","Lewisporte","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,,2174,F,2126,T,2.3,977,909,1.87,1163.3,
"0470","Lillooet","Lillooet","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,1560,F,1545,T,1.0,841,744,2.29,681.0,
"0472","Lindsay","Lindsay","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Ontario","Ontario",35,,20713,F,20291,T,2.1,9687,9084,15.56,1330.8,
"0473","Linière","Linière","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1385,F,1493,T,-7.2,625,614,1.58,876.8,
"0474","Listowel","Listowel","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,7530,F,6828,T,10.3,3304,3159,6.65,1132.3,
"0475","Little Current","Little Current","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1558,F,1435,T,8.6,711,674,2.08,747.9,
"0477","Liverpool","Liverpool","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Nova Scotia","Nouvelle-Écosse",12,,2549,F,2624,T,-2.9,1333,1229,3.61,706.5,
"0478","Lloydminster","Lloydminster","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Alberta/Saskatchewan","Alberta/Saskatchewan",48,47,31400,F,27769,T,13.1,13345,11831,21.71,1446.1,
"470478","Lloydminster (Saskatchewan part)","Lloydminster (partie de la Saskatchewan)",,,,,"Saskatchewan","Saskatchewan",47,48,11755,F,9752,T,20.5,4902,4388,7.46,1576.1,
"480478","Lloydminster (Alberta part)","Lloydminster (partie de l'Alberta)",,,,,"Alberta","Alberta",48,47,19645,F,18017,T,9.0,8443,7443,14.25,1378.1,
"0480","London","London","Large urban population centre (100,000 or more)","Grand centre de population urbain (100 000 et plus)","Core","Noyau","Ontario","Ontario",35,,383437,F,365715,T,4.8,175205,162861,232.48,1649.3,
"0481","Longlac","Longlac","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,1434,F,1383,T,3.7,693,592,1.76,814.9,
"0485","Louiseville","Louiseville","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,5396,F,5537,T,-2.5,2847,2714,3.89,1387.8,
