"Geographic code","Geographic name, english","Geographic name, french","Population centre size group, english","Population centre size group, french","Type of population centre, english","Type of population centre, french","Province / territory, english","Province / territory, french","Geographic code, Province / territory","Additional province code","Population, 2016","Incompletely enumerated Indian reserves and Indian settlements, 2016","Population, 2011","2011 adjusted population flag","Population, % change","Total private dwellings, 2016","Private dwellings occupied by usual residents, 2016","Land area in square kilometres, 2016","Population density per square kilometre, 2016",
"0724","Rosetown","Rosetown","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Saskatchewan","Saskatchewan",47,,2331,F,2184,T,6.7,1135,1071,1.82,1278.6,
"0726","Rosthern","Rosthern","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Saskatchewan","Saskatchewan",47,,1488,F,1440,T,3.3,681,629,1.70,873.9,
"0728","Rouyn-Noranda","Rouyn-Noranda","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Quebec","Québec",24,,23504,F,23137,T,1.6,12233,11359,21.89,1073.6,
"0729","Roxton Falls","Roxton Falls","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1003,F,957,T,4.8,483,465,2.00,500.8,
"0730","Russell","Russell","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,1395,F,1371,T,1.8,691,619,1.51,923.0,
"0732","Sackville","Sackville","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","New Brunswick","Nouveau-Brunswick",13,,2963,F,2912,T,1.8,1914,1337,4.03,735.5,
"0734","Saint John","Saint John","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","New Brunswick","Nouveau-Brunswick",13,,58341,F,60459,T,-3.5,29828,26448,58.27,1001.2,
"0735","Salisbury","Salisbury","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","New Brunswick","Nouveau-Brunswick",13,,1534,F,1493,T,2.7,678,638,2.68,572.5,
"0736","Salmon Arm","Salmon Arm","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","British Columbia","Colombie-Britannique",59,,12875,F,12218,T,5.4,5669,5465,12.60,1021.7,
"0737","Sarnia","Sarnia","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Ontario","Ontario",35,,72125,F,73044,T,-1.3,33599,32156,52.40,1376.5,
"0738","Saskatoon","Saskatoon","Large urban population centre (100,000 or more)","Grand centre de population urbain (100 000 et plus)","Core","Noyau","Saskatchewan","Saskatchewan",47,,245181,F,220546,T,11.2,106637,98155,125.50,1953.7,
"0739","Sault Ste. Marie","Sault Ste. Marie","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Ontario","Ontario",35,,66313,F,68143,T,-2.7,31556,29888,53.05,1250.1,
"0744","Seaforth","Seaforth","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,2680,F,2627,F,2.0,1206,1164,2.79,959.3,
"0745","Selkirk","Selkirk","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,9839,F,9416,T,4.5,4163,4016,5.87,1676.7,
"0746","Senneterre","Senneterre","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2239,F,2370,T,-5.5,1134,1077,3.02,742.4,
"0748","Sept-Îles","Sept-Îles","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Quebec","Québec",24,,22218,F,23028,T,-3.5,10613,9738,13.34,1666.0,
"0749","Shaunavon","Shaunavon","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Saskatchewan","Saskatchewan",47,,1699,F,1731,T,-1.8,911,747,1.71,996.1,
"0750","Shawinigan","Shawinigan","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Quebec","Québec",24,,38211,F,39427,T,-3.1,21175,19400,29.94,1276.5,
"0752","Shawville","Shawville","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1203,F,1246,T,-3.5,554,517,1.89,635.7,
"0753","Shediac","Shediac","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","New Brunswick","Nouveau-Brunswick",13,,7184,F,6561,T,9.5,3930,3213,11.43,628.4,
"0754","Shelburne","Shelburne","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Nova Scotia","Nouvelle-Écosse",12,,1330,F,1228,T,8.3,705,630,2.11,630.0,
"0755","Shelburne","Shelburne","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,8126,F,5841,T,39.1,2825,2787,5.71,1422.9,
"0756","Shellbrook","Shellbrook","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Saskatchewan","Saskatchewan",47,,1277,F,1251,T,2.1,619,582,1.35,943.5,
"0758","Sherbrooke","Sherbrooke","Large urban population centre (100,000 or more)","Grand centre de population urbain (100 000 et plus)","Core","Noyau","Quebec","Québec",24,,139565,F,133673,T,4.4,71545,65201,96.34,1448.7,
"0759","Shilo CFB-BFC","Shilo CFB-BFC","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Manitoba","Manitoba",46,,1419,F,1421,F,-0.1,612,545,1.23,1151.3,
"0760","Shippagan","Shippagan","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","New Brunswick","Nouveau-Brunswick",13,,2130,F,2110,T,0.9,1012,907,2.78,767.5,
"0762","Simcoe","Simcoe","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Ontario","Ontario",35,,13922,F,13383,T,4.0,6447,6203,13.02,1069.3,
"0763","Sioux Lookout","Sioux Lookout","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,2941,F,2937,T,0.1,1264,1143,6.06,485.2,
"0764","Slave Lake","Slave Lake","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,6155,F,6517,T,-5.6,2557,2140,6.69,919.9,
"0765","Smithers","Smithers","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,5351,F,5400,T,-0.9,2370,2273,10.39,514.9,
"0766","Smiths Falls","Smiths Falls","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,8885,F,9279,T,-4.2,4413,4091,5.55,1600.8,
"0767","Smithville","Smithville","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,5489,F,4842,T,13.4,2001,1996,4.79,1146.1,
"0770","Sorel","Sorel","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Quebec","Québec",24,,36088,F,35770,T,0.9,18138,17215,28.38,1271.6,
"0771","Souris","Souris","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,1876,F,1716,T,9.3,868,825,2.27,826.5,
"0776","Sparwood","Sparwood","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","British Columbia","Colombie-Britannique",59,,3490,F,3511,T,-0.6,1980,1539,8.13,429.3,
"0778","Springdale","Springdale","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,,2080,F,2043,T,1.8,945,895,3.40,611.5,
"0779","Springhill","Springhill","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Nova Scotia","Nouvelle-Écosse",12,,2743,F,2978,T,-7.9,1427,1257,4.84,566.5,
"0780","Spruce Grove","Spruce Grove","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Secondary core","Noyau secondaire","Alberta","Alberta",48,,36135,F,27970,T,29.2,14015,13416,29.09,1242.0,
"0781","Squamish","Squamish","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","British Columbia","Colombie-Britannique",59,,17587,F,15554,T,13.1,6756,6491,16.14,1089.6,
"0784","Saint Andrews","Saint Andrews","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","New Brunswick","Nouveau-Brunswick",13,,1501,F,1560,T,-3.8,840,685,2.48,605.7,
"0786","St. Anthony","St. Anthony","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,,2049,F,2147,T,-4.6,940,832,4.57,448.1,
"0788","St. Catharines - Niagara Falls","St. Catharines - Niagara Falls","Large urban population centre (100,000 or more)","Grand centre de population urbain (100 000 et plus)","Core","Noyau","Ontario","Ontario",35,,229246,F,220616,T,3.9,101461,96037,136.28,1682.2,
"0792","St. John's","St. John's","Large urban population centre (100,000 or more)","Grand centre de population urbain (100 000 et plus)","Core","Noyau","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,,178427,F,172312,T,3.5,81394,74706,166.00,1074.9,
"0795","St. Marys","St. Marys","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,6951,F,6373,T,9.1,2955,2894,8.47,820.3,
"0796","St. Paul","St. Paul","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,5728,F,5337,T,7.3,2336,2206,5.03,1138.0,
"0797","Saint-Quentin","Saint-Quentin","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","New Brunswick","Nouveau-Brunswick",13,,2194,F,2095,F,4.7,989,965,4.24,517.2,
"0798","St. Stephen","St. Stephen","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","New Brunswick","Nouveau-Brunswick",13,,3233,F,3520,T,-8.2,1684,1495,3.57,904.7,
"0799","St. Thomas","St. Thomas","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Secondary core","Noyau secondaire","Ontario","Ontario",35,,41813,F,40973,T,2.1,18157,17623,25.97,1610.4,
"0800","Saint-Agapit","Saint-Agapit","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2906,F,2261,T,28.5,1272,1235,1.48,1967.2,
"0801","Saint-Alexis-des-Monts","Saint-Alexis-des-Monts","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1546,F,1601,T,-3.4,852,766,3.38,457.7,
"0802","Saint-Ambroise","Saint-Ambroise","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1678,F,1681,T,-0.2,717,698,0.88,1899.0,
"0803","Saint-André-Avellin","Saint-André-Avellin","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1903,F,1876,T,1.4,841,803,2.36,805.1,
"0805","Saint-Anselme","Saint-Anselme","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2541,F,2097,F,21.2,1102,1065,3.16,803.0,
"0807","Saint-Basile-Sud","Saint-Basile-Sud","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1387,F,1221,T,13.6,670,645,1.94,713.6,
"0811","Saint-Césaire","Saint-Césaire","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,3815,F,3522,T,8.3,1691,1663,2.35,1622.2,
"0815","Saint-Damase","Saint-Damase","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1138,F,1202,T,-5.3,490,482,1.99,572.3,
"0816","Saint-Damien-de-Buckland","Saint-Damien-de-Buckland","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1203,F,1481,T,-18.8,607,582,1.55,774.6,
"0819","Saint-Donat-de-Montcalm","Saint-Donat-de-Montcalm","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1213,F,1336,T,-9.2,819,617,2.14,566.1,
"0822","Saint-Fabien","Saint-Fabien","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1145,F,1160,F,-1.3,530,512,1.50,764.4,
"0823","Saint-Félicien","Saint-Félicien","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,7096,F,7111,T,-0.2,3364,3197,8.56,828.9,
"0824","Saint-Félix-de-Valois","Saint-Félix-de-Valois","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2978,F,2793,T,6.6,1343,1280,4.03,739.7,
"0825","Saint-Gabriel","Saint-Gabriel","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2664,F,2849,T,-6.5,1522,1291,2.81,946.6,
"0826","Saint-Gédéon","Saint-Gédéon","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1542,F,1553,T,-0.7,666,631,2.44,632.8,
"0828","Saint-Georges","Saint-Georges","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Quebec","Québec",24,,26921,F,24940,T,7.9,12770,12393,25.55,1053.8,
"0830","Saint-Germain-de-Grantham","Saint-Germain-de-Grantham","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,3485,F,3098,T,12.5,1411,1377,2.66,1310.0,
"0831","Saint-Henri-de-Lévis","Saint-Henri-de-Lévis","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,1735,F,1669,T,4.0,761,738,0.90,1919.0,
"0832","Saint-Honoré","Saint-Honoré","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Quebec","Québec",24,,2265,F,1966,F,15.2,863,854,2.03,1114.0,
"0834","Saint-Hyacinthe","Saint-Hyacinthe","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Quebec","Québec",24,,50032,F,47289,T,5.8,24546,23054,29.61,1689.4,
"0835","Saint-Jacques","Saint-Jacques","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2126,F,2184,T,-2.7,937,910,2.53,841.1,
"0836","Saint-Jean-sur-Richelieu","Saint-Jean-sur-Richelieu","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Secondary core","Noyau secondaire","Quebec","Québec",24,,84685,F,81802,T,3.5,37990,36862,51.78,1635.5,
"0840","Saint-Jean-Port-Joli","Saint-Jean-Port-Joli","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1407,F,1447,T,-2.8,713,660,1.68,838.6,
"0841","Métabetchouan","Métabetchouan","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2123,F,2209,T,-3.9,1001,944,2.43,871.9,
"0842","Saint-Jérôme","Saint-Jérôme","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Secondary core","Noyau secondaire","Quebec","Québec",24,,77146,F,69598,T,10.8,35952,34285,64.30,1199.8,
"0844","Saint-Joseph-de-Beauce","Saint-Joseph-de-Beauce","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,3695,F,3360,T,10.0,1677,1620,4.16,888.1,
"0846","Saint-Joseph-de-Lanoraie","Saint-Joseph-de-Lanoraie","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2576,F,2465,T,4.5,1136,1086,2.86,899.8,
"0847","Saint-Jovite","Saint-Jovite","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,5515,F,5464,T,0.9,3023,2637,9.99,552.3,
"0849","Saint-Marc-des-Carrières","Saint-Marc-des-Carrières","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2134,F,1926,T,10.8,981,925,2.58,825.9,
"0850","Saint-Michel-des-Saints","Saint-Michel-des-Saints","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1131,F,1194,T,-5.3,551,510,1.87,605.1,
"0854","Saint-Pascal","Saint-Pascal","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2471,F,2447,F,1.0,1176,1117,3.29,750.1,
"0855","Saint-Pie","Saint-Pie","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2980,F,2779,F,7.2,1297,1236,2.49,1198.9,
"0857","Saint-Prosper","Saint-Prosper","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2319,F,2195,T,5.6,1018,987,2.24,1037.2,
"0858","Saint-Raphaël","Saint-Raphaël","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1113,F,1157,T,-3.8,487,464,1.08,1031.9,
"0859","Saint-Raymond","Saint-Raymond","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,3227,F,3292,T,-2.0,1559,1475,4.37,739.0,
"0861","Saint-Rémi","Saint-Rémi","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,6891,F,5535,T,24.5,3036,2914,4.01,1719.5,
"0863","Saint-Sauveur-des-Monts","Saint-Sauveur-des-Monts","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,7849,F,7599,T,3.3,5290,4114,9.97,787.2,
"0866","Saint-Tite","Saint-Tite","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2381,F,2276,T,4.6,1297,1202,2.70,881.9,
"0871","Stayner","Stayner","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Ontario","Ontario",35,,4029,F,3844,T,4.8,1584,1546,3.62,1114.4,
"0872","Ste. Anne","Ste. Anne","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,2114,F,1626,F,30.0,822,797,4.23,499.4,
"0874","Sainte-Adèle","Sainte-Adèle","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,5786,F,5592,T,3.5,3390,2915,8.96,645.7,
"0876","Sainte-Anne-des-Monts","Sainte-Anne-des-Monts","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,3277,F,3276,T,0.0,1723,1596,5.59,586.5,
"0877","Sainte-Claire","Sainte-Claire","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,2389,F,2032,T,17.6,1076,1039,1.80,1330.8,
"0878","Sainte-Croix","Sainte-Croix","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1401,F,1274,T,10.0,698,634,2.30,608.0,
"0881","Sainte-Madeleine","Sainte-Madeleine","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1959,F,2050,T,-4.4,877,831,2.38,821.5,
"0882","Sainte-Marie","Sainte-Marie","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Quebec","Québec",24,,11083,F,10409,T,6.5,4839,4670,10.48,1057.8,
"0883","Sainte-Martine","Sainte-Martine","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,3931,F,3706,T,6.1,1720,1681,3.48,1130.2,
"0885","Sainte-Thècle","Sainte-Thècle","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Quebec","Québec",24,,1333,F,1257,T,6.0,695,637,2.08,642.1,
"0887","Steinbach","Steinbach","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Manitoba","Manitoba",46,,14753,F,12798,T,15.3,5925,5666,14.28,1033.4,
"0888","Stephenville","Stephenville","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Newfoundland and Labrador","Terre-Neuve-et-Labrador",10,,7114,F,7149,T,-0.5,3510,3306,14.68,484.6,
"0890","Stettler","Stettler","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Alberta","Alberta",48,,5862,F,5397,T,8.6,2572,2383,7.34,798.5,
"0892","Stirling","Stirling","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Fringe","Banlieue","Ontario","Ontario",35,,2030,F,2027,T,0.1,852,817,3.00,675.6,
"0894","Stonewall","Stonewall","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,4644,F,4344,T,6.9,1682,1666,3.16,1469.0,
"0895","Stony Mountain","Stony Mountain","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Population centre outside metropolitan area / census agglomerations","Population centre outside metropolitan area / census agglomerations","Manitoba","Manitoba",46,,1800,F,1776,T,1.4,520,506,1.82,988.6,
"0897","Stratford","Stratford","Medium population centre (30,000 to 99,999)","Moyen centre de population (30 000 à 99 999)","Core","Noyau","Ontario","Ontario",35,,31053,F,30516,T,1.8,14125,13671,22.37,1388.0,
"0898","Strathmore","Strathmore","Small population centre (1,000 to 29,999)","Petit centre de population (1 000 à 29 999)","Core","Noyau","Alberta","Alberta",48,,13592,F,12179,T,11.6,5275,5084,9.13,1489.4,
